"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"beingsalmankhan ..... life
beingsalmankhan #BeingInTouch #salman #beinghuman  #beingsalmankhan #Bhai  #skf #SK bein… https://t.co/Q7Mz0C5rAB",FALSE,0,,2018-07-11 07:15:00,TRUE,,"1016943924076797952",,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","beingsalmanlove",0,FALSE,FALSE,,
"beingsalmankhan ..... life
beingsalmankhan #BeingInTouch #salman #beinghuman  #beingsalmankhan #Bhai  #skf #SK bein… https://t.co/DDHNu6S2rv",FALSE,0,,2018-07-11 07:14:17,TRUE,,"1016943743771922432",,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","beingsalmanlove",0,FALSE,FALSE,,
"beingsalmankhan ..... life
beingsalmankhan #BeingInTouch #salman #beinghuman  #beingsalmankhan #Bhai  #skf #SK bein… https://t.co/kL6g5PPUtn",FALSE,0,,2018-07-11 07:02:55,TRUE,,"1016940886209499138",,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","beingsalmanlove",0,FALSE,FALSE,,
"RT @SalmanKiSehzadi: \"Jiye Tu Salman\" #Song 
.
<ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Amazing Song
<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Maza Aa Gaya
.
#SalmanKhan @BeingSalmanKhan
@SKFilmsOfficial #BeingSalm…",FALSE,0,,2018-07-11 07:00:40,FALSE,,"1016940318220881920",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SushilB73888570",6,TRUE,FALSE,,
"RT @SalmanKiSehzadi: \"Jiye Tu Salman\" #Song 
.
<ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Amazing Song
<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Maza Aa Gaya
.
#SalmanKhan @BeingSalmanKhan
@SKFilmsOfficial #BeingSalm…",FALSE,0,,2018-07-11 06:57:29,FALSE,,"1016939518664949760",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AjimMallick4",6,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:39:38,FALSE,,"1016889728866533376",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",1,TRUE,FALSE,,
"RT @SalmanKiSehzadi: \"Jiye Tu Salman\" #Song 
.
<ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Amazing Song
<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Maza Aa Gaya
.
#SalmanKhan @BeingSalmanKhan
@SKFilmsOfficial #BeingSalm…",FALSE,0,,2018-07-11 03:38:34,FALSE,,"1016889457465651201",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",6,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:38:21,FALSE,,"1016889403384270848",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",1,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:38:14,FALSE,,"1016889375865491456",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",0,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:38:07,FALSE,,"1016889347130314752",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",1,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:38:00,FALSE,,"1016889315257823233",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",1,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:37:55,FALSE,,"1016889296417054721",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",1,TRUE,FALSE,,
"RT @Veersalman5: #BeingSalmanKhan #Salman #SalmanKhan #SalmanSpreadsLove #SalmanKhanWorldWideFans #SalmanKhanMeriDuniya #VeerSalman #Follow…",FALSE,0,,2018-07-11 03:37:49,FALSE,,"1016889267866333184",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Erfan773",1,TRUE,FALSE,,
"RT @apniisp: #ShahidAfridi and #SalmanKhan together in #Canada yesterday.

#afridi #lala #beingsalmankhan #bollywood #cricket #meetup https…",FALSE,0,,2018-07-10 19:02:58,FALSE,,"1016759704138199041",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","saadithud",2,TRUE,FALSE,,
"#Race3 #selfish Try to do like Bhai @BeingSalmanKhan I fvrt song @SKFilmsOfficial #BeingHuman #beingsalmankhan https://t.co/1EyEOSZYEH",FALSE,1,,2018-07-10 18:50:12,FALSE,,"1016756492710449152",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Sayedkh98563542",0,FALSE,FALSE,,
"RT @Saraalikhan_2: <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #SaraAliKhan
@saraalikhan_2  Follow for more updates 
#shahidkapoor #SunnyLeone #aishwaryarai #beingsalmankhan #sa…",FALSE,0,,2018-07-10 17:08:57,FALSE,,"1016731010451398656",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","rai_somanshu",2,TRUE,FALSE,,
"RT @Muriel69561133: <U+6211><U+5011><U+5F88><U+60F3><U+898B><U+5230><U+4F60><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>
We really want to see you<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>
@BeingSalmanKhan @BSKFanClub @tweetbeinghuman @luvsalimkhan #BeingSalmanKhan…",FALSE,0,,2018-07-10 17:01:30,FALSE,,"1016729137464016898",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","rajes_ali",12,TRUE,FALSE,,
"<ed><U+00A0><U+00BD><ed><U+00B2><U+0095> <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #SaraAliKhan
@saraalikhan_2  Follow for more updates 
#shahidkapoor #SunnyLeone #aishwaryarai… https://t.co/0n7eZe1IGp",FALSE,53,,2018-07-10 16:45:31,TRUE,,"1016725115109806087",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Saraalikhan_2",2,FALSE,FALSE,,
"<ed><U+00A0><U+00BD><ed><U+00B2><U+0095> <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #SaraAliKhan
@saraalikhan_2  Follow for more updates 
#shahidkapoor #SunnyLeone #aishwaryarai… https://t.co/u4fh1jzDFA",FALSE,32,,2018-07-10 16:45:19,TRUE,,"1016725064161615873",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Saraalikhan_2",0,FALSE,FALSE,,
"<ed><U+00A0><U+00BD><ed><U+00B2><U+0095> <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #SaraAliKhan
@saraalikhan_2  Follow for more updates 
#shahidkapoor #SunnyLeone #aishwaryarai… https://t.co/eEJrsUMf2w",FALSE,21,,2018-07-10 16:44:59,TRUE,,"1016724980988596234",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Saraalikhan_2",0,FALSE,FALSE,,
